id,kode_provinsi,nama_provinsi,bps_kode_kabupaten_kota,bps_nama_kabupaten_kota,bps_kode_kecamatan,bps_nama_kecamatan,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,nama_sekolah,npsn,kategori_siswa,jumlah_siswa,satuan,tahun
3355,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,32.73.14,CIBEUNYING KIDUL,SLB C Karya Bhakti,20219872,SK SISWA,3,ORANG,2022
3356,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,32.73.14,CIBEUNYING KIDUL,SLB C Karya Bhakti,20219872,AKTIVASI SISWA,2,ORANG,2022
3357,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,32.73.14,CIBEUNYING KIDUL,SLB PUSPPA SURYAKANTI,20219743,SK SISWA,13,ORANG,2022
3358,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,32.73.14,CIBEUNYING KIDUL,SLB PUSPPA SURYAKANTI,20219743,AKTIVASI SISWA,12,ORANG,2022
3359,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,SD CIPTA KARYA,20246315,SK SISWA,10,ORANG,2022
3360,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,SD CIPTA KARYA,20246315,AKTIVASI SISWA,10,ORANG,2022
3361,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,SD IGNATIUS SLAMET RIYADI,20219609,SK SISWA,1,ORANG,2022
3362,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,SD IGNATIUS SLAMET RIYADI,20219609,AKTIVASI SISWA,0,ORANG,2022
3363,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,SD TRIKARSA,20219884,SK SISWA,15,ORANG,2022
3364,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,SD TRIKARSA,20219884,AKTIVASI SISWA,15,ORANG,2022
3365,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,SD YPU,20219902,SK SISWA,60,ORANG,2022
3366,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,SD YPU,20219902,AKTIVASI SISWA,60,ORANG,2022
3367,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,SDN 028 GUMURUH KOTA BANDUNG,20244864,SK SISWA,39,ORANG,2022
3368,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,SDN 028 GUMURUH KOTA BANDUNG,20244864,AKTIVASI SISWA,37,ORANG,2022
3369,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,SDN 042 GAMBIR KOTA BANDUNG,20244857,SK SISWA,21,ORANG,2022
3370,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,SDN 042 GAMBIR KOTA BANDUNG,20244857,AKTIVASI SISWA,21,ORANG,2022
3371,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,SDN 063 KEBON GEDANG KOTA BANDUNG,20245950,SK SISWA,88,ORANG,2022
3372,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,SDN 063 KEBON GEDANG KOTA BANDUNG,20245950,AKTIVASI SISWA,49,ORANG,2022
3373,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,SDN 081 KEBON GEDANG KRIDAWINAYA KOTA BANDUNG,20245956,SK SISWA,87,ORANG,2022
3374,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,SDN 081 KEBON GEDANG KRIDAWINAYA KOTA BANDUNG,20245956,AKTIVASI SISWA,76,ORANG,2022
3375,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,SDN 109 CENTEH KOTA BANDUNG,20244829,SK SISWA,87,ORANG,2022
3376,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,SDN 109 CENTEH KOTA BANDUNG,20244829,AKTIVASI SISWA,85,ORANG,2022
3377,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,SDN 145 BINONG JATI KOTA BANDUNG,20244825,SK SISWA,284,ORANG,2022
3378,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,SDN 145 BINONG JATI KOTA BANDUNG,20244825,AKTIVASI SISWA,256,ORANG,2022
3379,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,SDN 146 GUMURUH KOTA BANDUNG,20244870,SK SISWA,43,ORANG,2022
3380,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,SDN 146 GUMURUH KOTA BANDUNG,20244870,AKTIVASI SISWA,39,ORANG,2022
3381,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,SDN 203 KACAPIRING KOTA BANDUNG,20244880,SK SISWA,16,ORANG,2022
3382,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,SDN 203 KACAPIRING KOTA BANDUNG,20244880,AKTIVASI SISWA,16,ORANG,2022
3383,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,SDN 219 BABAKANJATI KOTA BANDUNG,20244823,SK SISWA,71,ORANG,2022
3384,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,SDN 219 BABAKANJATI KOTA BANDUNG,20244823,AKTIVASI SISWA,60,ORANG,2022
3385,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,SDN 220 GUMURUH KOTA BANDUNG,20244871,SK SISWA,31,ORANG,2022
3386,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,SDN 220 GUMURUH KOTA BANDUNG,20244871,AKTIVASI SISWA,30,ORANG,2022
3387,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,SLB DARUL HIDAYAH,69830375,SK SISWA,2,ORANG,2022
3388,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,SLB DARUL HIDAYAH,69830375,AKTIVASI SISWA,2,ORANG,2022
3389,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,SLB-BC MURNI YPKSM,20219878,SK SISWA,6,ORANG,2022
3390,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,SLB-BC MURNI YPKSM,20219878,AKTIVASI SISWA,4,ORANG,2022
3391,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,SD BUDI ASIH,20219522,SK SISWA,15,ORANG,2022
3392,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,SD BUDI ASIH,20219522,AKTIVASI SISWA,15,ORANG,2022
3393,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,SD IT AL-HIDAYAH LOGAM,69986203,SK SISWA,29,ORANG,2022
3394,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,SD IT AL-HIDAYAH LOGAM,69986203,AKTIVASI SISWA,29,ORANG,2022
3395,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,SD TULUS KARTIKA,20219895,SK SISWA,2,ORANG,2022
3396,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,SD TULUS KARTIKA,20219895,AKTIVASI SISWA,2,ORANG,2022
3397,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,SDN 006 BUAHBATU KOTA BANDUNG,20245122,SK SISWA,56,ORANG,2022
3398,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,SDN 006 BUAHBATU KOTA BANDUNG,20245122,AKTIVASI SISWA,55,ORANG,2022
3399,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,SDN 095 BABAKANJATI KOTA BANDUNG,20246455,SK SISWA,23,ORANG,2022
3400,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,SDN 095 BABAKANJATI KOTA BANDUNG,20246455,AKTIVASI SISWA,23,ORANG,2022
3401,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,SDN 129 RANCASAWO MARGASARI KOTA BANDUNG,20246417,SK SISWA,103,ORANG,2022
3402,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,SDN 129 RANCASAWO MARGASARI KOTA BANDUNG,20246417,AKTIVASI SISWA,96,ORANG,2022
3403,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,SDN 131 CIJAWURA KOTA BANDUNG,20245171,SK SISWA,20,ORANG,2022
3404,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,SDN 131 CIJAWURA KOTA BANDUNG,20245171,AKTIVASI SISWA,12,ORANG,2022
3405,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,SDN 184 BUAHBATU KOTA BANDUNG,20246396,SK SISWA,29,ORANG,2022
3406,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,SDN 184 BUAHBATU KOTA BANDUNG,20246396,AKTIVASI SISWA,26,ORANG,2022
3407,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,SDN 230 MARGAHAYU RAYA KOTA BANDUNG,20245226,SK SISWA,37,ORANG,2022
3408,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,SDN 230 MARGAHAYU RAYA KOTA BANDUNG,20245226,AKTIVASI SISWA,36,ORANG,2022
3409,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,SDN 242 MARGASARI KOTA BANDUNG,20245228,SK SISWA,96,ORANG,2022
3410,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,SDN 242 MARGASARI KOTA BANDUNG,20245228,AKTIVASI SISWA,88,ORANG,2022
3411,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,SDN 246 MARGACINTA KOTA BANDUNG,20246410,SK SISWA,93,ORANG,2022
3412,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,SDN 246 MARGACINTA KOTA BANDUNG,20246410,AKTIVASI SISWA,86,ORANG,2022
3413,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,SDN 261 MARGAHAYU RAYA KOTA BANDUNG,20246408,SK SISWA,124,ORANG,2022
3414,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,SDN 261 MARGAHAYU RAYA KOTA BANDUNG,20246408,AKTIVASI SISWA,106,ORANG,2022
3415,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,SLB AZ-ZAKIYAH,20280597,SK SISWA,6,ORANG,2022
3416,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,SLB AZ-ZAKIYAH,20280597,AKTIVASI SISWA,1,ORANG,2022
3417,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,SLB BC HIKMAT,20219879,SK SISWA,5,ORANG,2022
3418,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,SLB BC HIKMAT,20219879,AKTIVASI SISWA,4,ORANG,2022
3419,32,JAWA BARAT,3273,KOTA BANDUNG,3273170,SUMUR BANDUNG,32.73.19,SUMUR BANDUNG,SD 3 KRISTEN PAULUS,20219588,SK SISWA,9,ORANG,2022
3420,32,JAWA BARAT,3273,KOTA BANDUNG,3273170,SUMUR BANDUNG,32.73.19,SUMUR BANDUNG,SD 3 KRISTEN PAULUS,20219588,AKTIVASI SISWA,7,ORANG,2022
3421,32,JAWA BARAT,3273,KOTA BANDUNG,3273170,SUMUR BANDUNG,32.73.19,SUMUR BANDUNG,SD ADVENT NARIPAN,20219530,SK SISWA,4,ORANG,2022
3422,32,JAWA BARAT,3273,KOTA BANDUNG,3273170,SUMUR BANDUNG,32.73.19,SUMUR BANDUNG,SD ADVENT NARIPAN,20219530,AKTIVASI SISWA,4,ORANG,2022
3423,32,JAWA BARAT,3273,KOTA BANDUNG,3273170,SUMUR BANDUNG,32.73.19,SUMUR BANDUNG,SD KARTIKA XIX - 1,20219575,SK SISWA,30,ORANG,2022
3424,32,JAWA BARAT,3273,KOTA BANDUNG,3273170,SUMUR BANDUNG,32.73.19,SUMUR BANDUNG,SD KARTIKA XIX - 1,20219575,AKTIVASI SISWA,0,ORANG,2022
3425,32,JAWA BARAT,3273,KOTA BANDUNG,3273170,SUMUR BANDUNG,32.73.19,SUMUR BANDUNG,SD SEQUOIA NASIONAL PLUS,69980318,SK SISWA,16,ORANG,2022
3426,32,JAWA BARAT,3273,KOTA BANDUNG,3273170,SUMUR BANDUNG,32.73.19,SUMUR BANDUNG,SD SEQUOIA NASIONAL PLUS,69980318,AKTIVASI SISWA,0,ORANG,2022
3427,32,JAWA BARAT,3273,KOTA BANDUNG,3273170,SUMUR BANDUNG,32.73.19,SUMUR BANDUNG,SDN 001 MERDEKA KOTA BANDUNG,20245231,SK SISWA,350,ORANG,2022
3428,32,JAWA BARAT,3273,KOTA BANDUNG,3273170,SUMUR BANDUNG,32.73.19,SUMUR BANDUNG,SDN 001 MERDEKA KOTA BANDUNG,20245231,AKTIVASI SISWA,329,ORANG,2022
3429,32,JAWA BARAT,3273,KOTA BANDUNG,3273170,SUMUR BANDUNG,32.73.19,SUMUR BANDUNG,SDN 034 PATRAKOMALA KOTA BANDUNG,20245745,SK SISWA,128,ORANG,2022
3430,32,JAWA BARAT,3273,KOTA BANDUNG,3273170,SUMUR BANDUNG,32.73.19,SUMUR BANDUNG,SDN 034 PATRAKOMALA KOTA BANDUNG,20245745,AKTIVASI SISWA,119,ORANG,2022
3431,32,JAWA BARAT,3273,KOTA BANDUNG,3273170,SUMUR BANDUNG,32.73.19,SUMUR BANDUNG,SDN 035 SOKA KOTA BANDUNG,20245781,SK SISWA,335,ORANG,2022
3432,32,JAWA BARAT,3273,KOTA BANDUNG,3273170,SUMUR BANDUNG,32.73.19,SUMUR BANDUNG,SDN 035 SOKA KOTA BANDUNG,20245781,AKTIVASI SISWA,332,ORANG,2022
3433,32,JAWA BARAT,3273,KOTA BANDUNG,3273170,SUMUR BANDUNG,32.73.19,SUMUR BANDUNG,SDN 088 EMBONG KOTA BANDUNG,20245568,SK SISWA,88,ORANG,2022
3434,32,JAWA BARAT,3273,KOTA BANDUNG,3273170,SUMUR BANDUNG,32.73.19,SUMUR BANDUNG,SDN 088 EMBONG KOTA BANDUNG,20245568,AKTIVASI SISWA,84,ORANG,2022
3435,32,JAWA BARAT,3273,KOTA BANDUNG,3273170,SUMUR BANDUNG,32.73.19,SUMUR BANDUNG,SDN 113 BANJARSARI KOTA BANDUNG,20245475,SK SISWA,151,ORANG,2022
3436,32,JAWA BARAT,3273,KOTA BANDUNG,3273170,SUMUR BANDUNG,32.73.19,SUMUR BANDUNG,SDN 113 BANJARSARI KOTA BANDUNG,20245475,AKTIVASI SISWA,131,ORANG,2022
3437,32,JAWA BARAT,3273,KOTA BANDUNG,3273170,SUMUR BANDUNG,32.73.19,SUMUR BANDUNG,SLB NEGERI CICENDO,26017001,SK SISWA,37,ORANG,2022
3438,32,JAWA BARAT,3273,KOTA BANDUNG,3273170,SUMUR BANDUNG,32.73.19,SUMUR BANDUNG,SLB NEGERI CICENDO,26017001,AKTIVASI SISWA,36,ORANG,2022
3439,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,SD LINGGAWASTU,20219838,SK SISWA,7,ORANG,2022
3440,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,SD LINGGAWASTU,20219838,AKTIVASI SISWA,6,ORANG,2022
3441,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,SD MATHLAUL KHOERIYAH,20219856,SK SISWA,31,ORANG,2022
3442,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,SD MATHLAUL KHOERIYAH,20219856,AKTIVASI SISWA,31,ORANG,2022
3443,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,SD PERTIWI,20219823,SK SISWA,26,ORANG,2022
3444,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,SD PERTIWI,20219823,AKTIVASI SISWA,26,ORANG,2022
3445,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,SD SANTO AGUSTINUS,20219894,SK SISWA,1,ORANG,2022
3446,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,SD SANTO AGUSTINUS,20219894,AKTIVASI SISWA,0,ORANG,2022
3447,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,SD YAKESWA,20219906,SK SISWA,33,ORANG,2022
3448,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,SD YAKESWA,20219906,AKTIVASI SISWA,33,ORANG,2022
3449,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,SD YKPPK,20253349,SK SISWA,22,ORANG,2022
3450,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,SD YKPPK,20253349,AKTIVASI SISWA,22,ORANG,2022
3451,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,SDN 037 SABANG KOTA BANDUNG,20245285,SK SISWA,190,ORANG,2022
3452,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,SDN 037 SABANG KOTA BANDUNG,20245285,AKTIVASI SISWA,190,ORANG,2022
3453,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,SDN 062 CIUJUNG KOTA BANDUNG,20245187,SK SISWA,229,ORANG,2022
3454,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,SDN 062 CIUJUNG KOTA BANDUNG,20245187,AKTIVASI SISWA,222,ORANG,2022
3455,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,SD PLUS BAITURRAHMAN,20247254,SK SISWA,9,ORANG,2022
3456,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,SD PLUS BAITURRAHMAN,20247254,AKTIVASI SISWA,5,ORANG,2022
3457,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,SDN 021 CIPOREAT KOTA BANDUNG,20245527,SK SISWA,358,ORANG,2022
3458,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,SDN 021 CIPOREAT KOTA BANDUNG,20245527,AKTIVASI SISWA,355,ORANG,2022
3459,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,SDN 036 UJUNGBERUNG KOTA BANDUNG,20245826,SK SISWA,290,ORANG,2022
3460,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,SDN 036 UJUNGBERUNG KOTA BANDUNG,20245826,AKTIVASI SISWA,290,ORANG,2022
3461,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,SDN 106 AJITUNGGAL CIJAMBE KOTA BANDUNG,20246393,SK SISWA,393,ORANG,2022
3462,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,SDN 106 AJITUNGGAL CIJAMBE KOTA BANDUNG,20246393,AKTIVASI SISWA,364,ORANG,2022
3463,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,SDN 107 PALEDANG KOTA BANDUNG,20245729,SK SISWA,225,ORANG,2022
3464,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,SDN 107 PALEDANG KOTA BANDUNG,20245729,AKTIVASI SISWA,218,ORANG,2022
3465,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,SDN 224 CIJAMBE KOTA BANDUNG,20245517,SK SISWA,53,ORANG,2022
3466,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,SDN 224 CIJAMBE KOTA BANDUNG,20245517,AKTIVASI SISWA,52,ORANG,2022
3467,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,SDN 225 MEKARGALIH KOTA BANDUNG,20245714,SK SISWA,106,ORANG,2022
3468,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,SDN 225 MEKARGALIH KOTA BANDUNG,20245714,AKTIVASI SISWA,103,ORANG,2022
3469,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,SDN 253 PANGGUNGSARI KOTA BANDUNG,20245731,SK SISWA,132,ORANG,2022
3470,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,SDN 253 PANGGUNGSARI KOTA BANDUNG,20245731,AKTIVASI SISWA,126,ORANG,2022
3471,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,SLB YRBB,20280600,SK SISWA,10,ORANG,2022
3472,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,SLB YRBB,20280600,AKTIVASI SISWA,0,ORANG,2022
3473,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,32.73.15,BANDUNG KULON,SD ANDIR MUKTI,20219533,SK SISWA,45,ORANG,2022
3474,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,32.73.15,BANDUNG KULON,SD ANDIR MUKTI,20219533,AKTIVASI SISWA,45,ORANG,2022
3475,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,32.73.15,BANDUNG KULON,SD ATTAZHIMIYAH,20219538,SK SISWA,127,ORANG,2022
3476,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,32.73.15,BANDUNG KULON,SD ATTAZHIMIYAH,20219538,AKTIVASI SISWA,112,ORANG,2022
3477,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,32.73.15,BANDUNG KULON,SD BAITUL HIKMAH,69947447,SK SISWA,1,ORANG,2022
3478,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,32.73.15,BANDUNG KULON,SD BAITUL HIKMAH,69947447,AKTIVASI SISWA,1,ORANG,2022
3479,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,32.73.15,BANDUNG KULON,SD BANDUNG RAYA,20219537,SK SISWA,13,ORANG,2022
3480,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,32.73.15,BANDUNG KULON,SD BANDUNG RAYA,20219537,AKTIVASI SISWA,10,ORANG,2022
3481,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,32.73.15,BANDUNG KULON,SD CAHAYA NUSANTARA,20258325,SK SISWA,2,ORANG,2022
3482,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,32.73.15,BANDUNG KULON,SD CAHAYA NUSANTARA,20258325,AKTIVASI SISWA,2,ORANG,2022
3483,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,32.73.15,BANDUNG KULON,SD CITRA CEMARA,20269306,SK SISWA,1,ORANG,2022
3484,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,32.73.15,BANDUNG KULON,SD CITRA CEMARA,20269306,AKTIVASI SISWA,1,ORANG,2022
3485,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,32.73.15,BANDUNG KULON,SD KASIH BANGSA,69894361,SK SISWA,100,ORANG,2022
3486,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,32.73.15,BANDUNG KULON,SD KASIH BANGSA,69894361,AKTIVASI SISWA,91,ORANG,2022
3487,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,32.73.15,BANDUNG KULON,SD SURYANI DWI MARGA,20219889,SK SISWA,12,ORANG,2022
3488,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,32.73.15,BANDUNG KULON,SD SURYANI DWI MARGA,20219889,AKTIVASI SISWA,12,ORANG,2022
3489,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,32.73.15,BANDUNG KULON,SDN 011 CIBUNTU KOTA BANDUNG,20244743,SK SISWA,43,ORANG,2022
3490,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,32.73.15,BANDUNG KULON,SDN 011 CIBUNTU KOTA BANDUNG,20244743,AKTIVASI SISWA,38,ORANG,2022
